[2021-06-06 12:07:43,409] I Naver_Band.py | Naver_Band_HTH-__init__-0048 I DEBUG    > Naver_Band class start.
[2021-06-06 12:17:29,412] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1073/2916
[2021-06-06 12:17:29,457] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1074/2916
[2021-06-06 12:17:29,553] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1075/2916
[2021-06-06 12:17:29,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1076/2916
[2021-06-06 12:17:29,690] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1077/2916
[2021-06-06 12:17:29,736] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1078/2916
[2021-06-06 12:17:29,781] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1079/2916
[2021-06-06 12:17:29,826] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1080/2916
[2021-06-06 12:17:29,871] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1081/2916
[2021-06-06 12:17:29,922] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1082/2916
[2021-06-06 12:17:29,967] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1083/2916
[2021-06-06 12:17:30,106] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1084/2916
[2021-06-06 12:17:30,152] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1085/2916
[2021-06-06 12:17:30,197] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1086/2916
[2021-06-06 12:17:30,242] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1087/2916
[2021-06-06 12:17:30,287] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1088/2916
[2021-06-06 12:17:30,429] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1089/2916
[2021-06-06 12:17:30,478] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1090/2916
[2021-06-06 12:17:30,524] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1091/2916
[2021-06-06 12:17:30,569] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1092/2916
[2021-06-06 12:17:30,616] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1093/2916
[2021-06-06 12:17:30,709] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1094/2916
[2021-06-06 12:17:30,851] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1095/2916
[2021-06-06 12:17:30,896] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1096/2916
[2021-06-06 12:17:30,989] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1097/2916
[2021-06-06 12:17:31,035] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1098/2916
[2021-06-06 12:17:31,080] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1099/2916
[2021-06-06 12:17:31,126] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1100/2916
[2021-06-06 12:17:31,176] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1101/2916
[2021-06-06 12:17:31,222] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1102/2916
[2021-06-06 12:17:31,267] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1103/2916
[2021-06-06 12:17:31,359] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1104/2916
[2021-06-06 12:17:31,405] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1105/2916
[2021-06-06 12:17:31,543] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1106/2916
[2021-06-06 12:17:31,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1107/2916
[2021-06-06 12:17:31,687] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1108/2916
[2021-06-06 12:17:31,734] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1109/2916
[2021-06-06 12:17:31,783] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1110/2916
[2021-06-06 12:17:31,835] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1111/2916
[2021-06-06 12:17:31,885] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1112/2916
[2021-06-06 12:17:31,986] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1113/2916
[2021-06-06 12:17:32,092] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1114/2916
[2021-06-06 12:17:32,140] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1115/2916
[2021-06-06 12:17:32,190] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1116/2916
[2021-06-06 12:17:32,242] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1117/2916
[2021-06-06 12:17:32,293] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1118/2916
[2021-06-06 12:17:32,343] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1119/2916
[2021-06-06 12:17:32,440] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1120/2916
[2021-06-06 12:17:32,496] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1121/2916
[2021-06-06 12:17:32,545] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1122/2916
[2021-06-06 12:17:32,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1123/2916
[2021-06-06 12:17:32,647] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1124/2916
[2021-06-06 12:17:32,694] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1125/2916
[2021-06-06 12:17:32,838] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1126/2916
[2021-06-06 12:17:32,889] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1127/2916
[2021-06-06 12:17:32,944] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1128/2916
[2021-06-06 12:17:32,992] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1129/2916
[2021-06-06 12:17:33,092] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1130/2916
[2021-06-06 12:17:33,143] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1131/2916
[2021-06-06 12:17:33,194] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1132/2916
[2021-06-06 12:17:33,245] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1133/2916
[2021-06-06 12:17:33,297] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1134/2916
[2021-06-06 12:17:33,349] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1135/2916
[2021-06-06 12:17:33,404] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1136/2916
[2021-06-06 12:17:33,503] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1137/2916
[2021-06-06 12:17:33,550] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1138/2916
[2021-06-06 12:17:33,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1139/2916
[2021-06-06 12:17:33,653] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1140/2916
[2021-06-06 12:17:33,705] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1141/2916
[2021-06-06 12:17:33,863] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1142/2916
[2021-06-06 12:17:33,959] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1143/2916
[2021-06-06 12:17:34,006] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1144/2916
[2021-06-06 12:17:34,052] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1145/2916
[2021-06-06 12:17:34,189] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1146/2916
[2021-06-06 12:17:34,286] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1147/2916
[2021-06-06 12:17:34,332] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1148/2916
[2021-06-06 12:17:34,423] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1149/2916
[2021-06-06 12:17:34,472] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1150/2916
[2021-06-06 12:17:34,518] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1151/2916
[2021-06-06 12:17:34,564] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1152/2916
[2021-06-06 12:17:34,611] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1153/2916
[2021-06-06 12:17:34,752] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1154/2916
[2021-06-06 12:17:34,798] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1155/2916
[2021-06-06 12:17:34,843] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1156/2916
[2021-06-06 12:17:34,889] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1157/2916
[2021-06-06 12:17:34,934] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1158/2916
[2021-06-06 12:17:35,027] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1159/2916
[2021-06-06 12:17:35,124] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1160/2916
[2021-06-06 12:17:35,214] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1161/2916
[2021-06-06 12:17:35,261] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1162/2916
[2021-06-06 12:17:35,307] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1163/2916
[2021-06-06 12:17:35,398] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1164/2916
[2021-06-06 12:17:35,444] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1165/2916
[2021-06-06 12:17:35,491] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1166/2916
[2021-06-06 12:17:35,633] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1167/2916
[2021-06-06 12:17:35,679] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1168/2916
[2021-06-06 12:17:35,724] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1169/2916
[2021-06-06 12:17:35,816] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1170/2916
[2021-06-06 12:17:35,862] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1171/2916
[2021-06-06 12:17:35,908] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1172/2916
[2021-06-06 12:17:35,957] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1173/2916
[2021-06-06 12:17:36,050] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1174/2916
[2021-06-06 12:17:36,096] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1175/2916
[2021-06-06 12:17:36,141] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1176/2916
[2021-06-06 12:17:36,233] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1177/2916
[2021-06-06 12:17:36,325] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1178/2916
[2021-06-06 12:17:36,374] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1179/2916
[2021-06-06 12:17:36,420] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1180/2916
[2021-06-06 12:17:36,466] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1181/2916
[2021-06-06 12:17:36,558] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1182/2916
[2021-06-06 12:17:36,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1183/2916
[2021-06-06 12:17:36,650] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1184/2916
[2021-06-06 12:17:36,696] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1185/2916
[2021-06-06 12:17:36,742] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1186/2916
[2021-06-06 12:17:36,792] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1187/2916
[2021-06-06 12:17:36,838] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1188/2916
[2021-06-06 12:17:36,883] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1189/2916
[2021-06-06 12:17:36,929] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1190/2916
[2021-06-06 12:17:36,975] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1191/2916
[2021-06-06 12:17:37,113] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1192/2916
[2021-06-06 12:17:37,160] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1193/2916
[2021-06-06 12:17:37,209] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1194/2916
[2021-06-06 12:17:37,254] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1195/2916
[2021-06-06 12:17:37,301] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1196/2916
[2021-06-06 12:17:37,347] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1197/2916
[2021-06-06 12:17:37,394] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1198/2916
[2021-06-06 12:17:37,532] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1199/2916
[2021-06-06 12:17:37,577] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1200/2916
[2021-06-06 12:17:37,718] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1201/2916
[2021-06-06 12:17:37,764] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1202/2916
[2021-06-06 12:17:37,812] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1203/2916
[2021-06-06 12:17:37,857] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1204/2916
[2021-06-06 12:17:37,952] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1205/2916
[2021-06-06 12:17:38,046] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1206/2916
[2021-06-06 12:17:38,091] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1207/2916
[2021-06-06 12:17:38,137] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1208/2916
[2021-06-06 12:17:38,182] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1209/2916
[2021-06-06 12:17:38,229] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1210/2916
[2021-06-06 12:17:38,275] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1211/2916
[2021-06-06 12:17:38,367] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1212/2916
[2021-06-06 12:17:38,511] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1213/2916
[2021-06-06 12:17:38,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1214/2916
[2021-06-06 12:17:38,651] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1215/2916
[2021-06-06 12:17:38,697] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1216/2916
[2021-06-06 12:17:38,743] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1217/2916
[2021-06-06 12:17:38,789] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1218/2916
[2021-06-06 12:17:38,888] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1219/2916
[2021-06-06 12:17:38,935] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1220/2916
[2021-06-06 12:17:39,029] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1221/2916
[2021-06-06 12:17:39,075] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1222/2916
[2021-06-06 12:17:39,122] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1223/2916
[2021-06-06 12:17:39,168] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1224/2916
[2021-06-06 12:17:39,214] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1225/2916
[2021-06-06 12:17:39,260] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1226/2916
[2021-06-06 12:17:39,356] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1227/2916
[2021-06-06 12:17:39,402] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1228/2916
[2021-06-06 12:17:39,449] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1229/2916
[2021-06-06 12:17:39,496] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1230/2916
[2021-06-06 12:17:39,635] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1231/2916
[2021-06-06 12:17:39,733] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1232/2916
[2021-06-06 12:17:39,779] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1233/2916
[2021-06-06 12:17:39,824] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1234/2916
[2021-06-06 12:17:39,915] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1235/2916
[2021-06-06 12:17:39,961] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1236/2916
[2021-06-06 12:17:40,053] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1237/2916
[2021-06-06 12:17:40,194] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1238/2916
[2021-06-06 12:17:40,239] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1239/2916
[2021-06-06 12:17:40,332] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1240/2916
[2021-06-06 12:17:40,378] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1241/2916
[2021-06-06 12:17:40,424] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1242/2916
[2021-06-06 12:17:40,565] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1243/2916
[2021-06-06 12:17:40,611] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1244/2916
[2021-06-06 12:17:40,658] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1245/2916
[2021-06-06 12:17:40,703] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1246/2916
[2021-06-06 12:17:40,749] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1247/2916
[2021-06-06 12:17:40,795] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1248/2916
[2021-06-06 12:17:40,934] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1249/2916
[2021-06-06 12:17:40,985] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1250/2916
[2021-06-06 12:17:41,030] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1251/2916
[2021-06-06 12:17:41,076] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1252/2916
[2021-06-06 12:17:41,167] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1253/2916
[2021-06-06 12:17:41,212] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1254/2916
[2021-06-06 12:17:41,258] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1255/2916
[2021-06-06 12:17:41,304] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1256/2916
[2021-06-06 12:17:41,350] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1257/2916
[2021-06-06 12:17:41,400] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1258/2916
[2021-06-06 12:17:41,446] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1259/2916
[2021-06-06 12:17:41,493] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1260/2916
[2021-06-06 12:17:41,538] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1261/2916
[2021-06-06 12:17:41,584] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1262/2916
[2021-06-06 12:17:41,630] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1263/2916
[2021-06-06 12:17:41,721] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1264/2916
[2021-06-06 12:17:41,818] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1265/2916
[2021-06-06 12:17:41,863] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1266/2916
[2021-06-06 12:17:41,957] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1267/2916
[2021-06-06 12:17:42,004] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0088 I DEBUG    > respacing_data 1268/2916
